SrcEntity	TgtEntity	Score
http://purl.obolibrary.org/obo/GO_1901692	http://purl.obolibrary.org/obo/GO_1901694	0.828
http://purl.obolibrary.org/obo/UBERON_0004817	http://purl.obolibrary.org/obo/UBERON_0011857	0.867
http://purl.obolibrary.org/obo/GO_0016043	http://purl.obolibrary.org/obo/GO_0071840	0.65
http://purl.obolibrary.org/obo/GO_1903825	http://purl.obolibrary.org/obo/GO_0005342	0.83
http://purl.obolibrary.org/obo/UBERON_0002130	http://purl.obolibrary.org/obo/UBERON_0006098	0.705
http://purl.obolibrary.org/obo/GO_0002469	http://purl.obolibrary.org/obo/GO_0002468	0.861
http://purl.obolibrary.org/obo/GO_1903565	http://purl.obolibrary.org/obo/GO_1903566	0.928
http://purl.obolibrary.org/obo/GO_0007297	http://purl.obolibrary.org/obo/GO_0007298	0.68
http://purl.obolibrary.org/obo/CL_0002316	http://purl.obolibrary.org/obo/CL_0005014	0.727
http://purl.obolibrary.org/obo/GO_0001664	http://purl.obolibrary.org/obo/GO_0004930	0.865
http://purl.obolibrary.org/obo/CL_0009019	http://purl.obolibrary.org/obo/CL_0000383	0.719
http://purl.obolibrary.org/obo/UBERON_0016514	http://purl.obolibrary.org/obo/UBERON_0016513	0.806
http://purl.obolibrary.org/obo/GO_0050804	http://purl.obolibrary.org/obo/GO_0098976	0.843
http://purl.obolibrary.org/obo/GO_0110117	http://purl.obolibrary.org/obo/GO_0110116	0.728
http://purl.obolibrary.org/obo/GO_0090291	http://purl.obolibrary.org/obo/GO_0090289	0.853
http://purl.obolibrary.org/obo/CL_2000095	http://purl.obolibrary.org/obo/CL_0002569	0.798
http://purl.obolibrary.org/obo/UBERON_0036925	http://purl.obolibrary.org/obo/UBERON_0006311	0.653
http://purl.obolibrary.org/obo/CL_0000064	http://purl.obolibrary.org/obo/UBERON_0007601	0.67
http://purl.obolibrary.org/obo/CL_0000691	http://purl.obolibrary.org/obo/CL_0000122	0.694
http://purl.obolibrary.org/obo/GO_0035206	http://purl.obolibrary.org/obo/GO_0035208	0.874
http://purl.obolibrary.org/obo/CL_2000070	http://purl.obolibrary.org/obo/CL_0002549	0.771
http://purl.obolibrary.org/obo/UBERON_0005162	http://purl.obolibrary.org/obo/UBERON_0034921	0.75
http://purl.obolibrary.org/obo/GO_0060742	http://purl.obolibrary.org/obo/GO_0060767	0.776
